image_name,provenance_file,provenance_sha256,provenance_size_bytes
12_1.jpg,12_1.provenance.json,ff29cbed78f883112d46c7e36416ed6b38e8dc11def21503807d3cda387606c9,276
12_2.jpg,12_2.provenance.json,2d89ab794f8e14fc1fc37bf84fc85fcc5044ed192e06fa1a6c0ce1384792d59a,276
12_3.jpg,12_3.provenance.json,05e66db4f2de0beca27da8a0af03a910b981d2d0b690ae6e74249b46d7020b8b,276
12_4.jpg,12_4.provenance.json,c9db7cd62398d75b35643ca0ec91a3d25fef8dc7fd55a774467cc5ea8007c2d4,276
13_0.jpg,13_0.provenance.json,98654eba34198d9ccec41478aa3d3be0d75924c4c5265044cbe2573a92bcc9a1,276
13_1.jpg,13_1.provenance.json,4b644783a881d1643384b9c014fd16be8b0a7d4782958f71b89870c2ad504d90,276
14_0.jpg,14_0.provenance.json,fe7a39ffb0efd50edb5b05811d05f7ca4f9acf2b0d9da17bdde2dbf280503504,276
14_1.jpg,14_1.provenance.json,6a263e5f6455bf595377bbc4780670e294f824ec8386e1fc0521209e31a29af8,276
15_0.jpg,15_0.provenance.json,14d49735f20c972b95b235617a8c68e3e1ac9b5c631f71a412281b3b10edd50d,276
16_0.jpg,16_0.provenance.json,1cfdd825338f6b9c447d834e1d52178086f17f7c6608e7bfbe0c1dd4feab8c2b,276
16_1.jpg,16_1.provenance.json,019523361a866221fe9444cde698d537d5a6f0b4d7fee9f82cc7fb14696384f1,276
16_2.jpg,16_2.provenance.json,b0192d80c1635179b4867127b30d30072de4897e77687bbb6ad39e4ae7dd649c,276
16_3.jpg,16_3.provenance.json,622fe5df75d8679152eed8056771ec2469c5af495ba6b3c9a9915499de49afb9,276
16_4.jpg,16_4.provenance.json,8e623a07697b0d69f8aa789828cd158f69faf9868d15401352aa7f7cfe03454b,276
17_0.jpg,17_0.provenance.json,72f0f2fd6c1390216419a490f1bac070a9c73b417034328282da62e0ea4f2ca7,276
17_1.jpg,17_1.provenance.json,afc8c340b518e3464506e81fe374cdb77cec7ccf4e7322e3b62302a3675f0d67,276
17_2.jpg,17_2.provenance.json,8f7216f260324794741da9d351a686e898f03c204f196f5d5eb9f7bac700a9b5,276
17_3.jpg,17_3.provenance.json,6e33ab9823351733f7933f8fbae1fd91bd99a99204a444b46d8adbc1af22e8eb,276
17_4.jpg,17_4.provenance.json,65ca36599e6d969d33dfb6ea3ec5853b9571d4d28bff66d6ea5615f1e52bddb5,276
17_5.jpg,17_5.provenance.json,ca7d8cc3baf4760a9a04572b264fed376a9e60c54299a07068bbecbdc036d32a,276
18_0.jpg,18_0.provenance.json,fc4abf760d02e46cdf9fc51aab5776105009f9c76a13275c2e73e7ee2d5cb264,276
